FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Former_collection,Former_collection_URI,BB_1961_Inventory_number,Inventory_number_correction,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0002337-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124163,,2337,2337,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Tre teste di fanciullo in posizioni diverse,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2337,2337,,,,Three heads of young child in different position,,After seeing this again (1934) I cannot understand why I ever attributed it to Pontormo.,,2337,2337,Pontormo,,,,,,,,
002337A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124228,,2337 A,2337A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Torso virile visto di dietro, leggermente volto a sinistra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2337 A,2337A,,,,"Male torso seen from back, slightly turned to left",,Early.,,2344,2344,Pontormo,,,,,,,,
002337B-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124229,,2337 B,2337B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Composizione di cinque figure drappeggiate con un putto volante in alto: a sinistra, due donne sedute che si passano un bambino nudo a destra, un uomo seduto visto da tergo e due figure (una delle quali sembra una donna con un bimbo in collo) che avanzano verso il centro ","Due studi, l'uno sotto l'altro, per un busto virile nudo che si china in avanti",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938 and 1938 Title, in Italian and added",,2337 B,2337B,,,,"Group of draped figures, two female figures on left, one holding babe in arms, whom the other, seated a little above, is taking from her. Man seated below. Infant angel flying down in the middle. One other male figure and a female figure carrying childapproaching from right. From about 1530 ","Sketch of two male busts, one apparently draped, the other nude, drawn one under the other","Possibly, according to Clapp (see Dessins, p. 335), a first idea for the S. Michele Visdomini altar-piece. The intention may have been to represent that  very rare subject in Italian art, the Heilige Sippe",Possibly also for S. Michele altar-piece.,2356,2356,Pontormo,,,,,,,,
002337C-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124230,,2337 C,2337C,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Due studi di un muscoloso torso virile in profilo a destra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2337 C,2337C,,,,"Torso of seated figure, very muscular. Smaller sketch of same figure in right-hand corner",,Perhaps to be connected with the figure supporting the Dead Christ in the S. Felicita Deposition.,,2347,2347,Pontormo,,,,,,,,
0002338-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124231,,2338,2338,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Testa e spalle di un ragazzo nudo, volto di tre quarti verso destra.",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2338,2338,,,,Head and shoulders of boy,,,,2338,2338,Pontormo,,,,,"Head and shoulders of a Woman, ear-rings in ears",,,
002338A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124232,,2338 A,2338A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Putto nudo seduto su un parapetto, in profilo a sinistra, che tiene con le braccia una gamba ripiegata sul parapetto e l'altra ciondoloni",,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,2338 A,2338A,,,,"Seated nude figure with right leg and foot very much lifted, left leg stretched back, left arm dropping between legs",,,,2346,2346,Pontormo,,,,,,,,
002338B-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124233,,2338 B,2338B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Testa virile scheletrita, vista di fronte, violentemente rovesciata all'indietro",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2338 B,2338B,,,,Study of male bust with head violently thrown back,,Magnificently grotesque.,,2342,2342,Pontormo,,,,,,,,
002338C-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124234,,2338 C,2338C,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Un angioletto e un fanciullo semisdraiati e appoggiati al gomito destro ,"Due braccia destre con i muscoli accentuati. Uno a sanguigna, l'altro a carboncino, su carta acquarellata di rosso.",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,black chalk,http://vocab.getty.edu/aat/300080058,,,,,"Same as 1938, in Italian",,2338 C,2338C,,,,"Two nude recumbent figures of infants, one winged ","Two right arms, muscles emphasized. One in red chalk, The other black chalk on red-washed paper",Very close to Fra Bartolommeo.,,2357,2357,Pontormo,,,,,,,,
0002358-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124235,,2358,2358,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Tre schizzi di bracci destri molto muscolosi ,Spalle e petto di uomo nudo,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2358,2358,,,,"Three sketches of right arms, very muscular ",Shoulders and breast of male figure,Early.,,2358,2358,Pontormo,,,,,,,,
0002359-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124236,,2359,2359,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Nudo virile visto fino ai ginocchi con il torso in profilo a destra e le braccia raccolte sul petto che ci guarda al di sopra della spalla destra ,"Schizzo di un braccio destro alzato, e linea appena accennata del busto e della testa",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2359,2359,,,,"Male nude figure down to knees, arms gathered up over breast under chin ","Sketch of raised right arm, with line of bust and head",,,2359,2359,Pontormo,,,,,,,,
0002360-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124237,,2360,2360,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Torso maschile e debole indicazione di una testa che guarda al di sopra della spalla destra ,Poderoso nudo virile acefalo visto fino ai ginocchi,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian and added, after Panshanger: ora appartenenti a Lady Salmond (Grey Walls, Henfield).",,2360,2360,,,,"Male torso, faint indication of head looking over right shoulder ",Powerful male nude from head to knees,Early and perhaps connected with Panshanger series.,,2360,2360,Pontormo,,,,,,,,
0002361-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124238,,2361,2361,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Ragazzo nudo seduto per terra, che guarda sorridente al di sopra della spalla destra ",Tergo di nudo maschile e contorno del suo volto che ci guarda al di sopra della spalla destra,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2361,2361,,,,"Nude boy seated on ground, smiling face, looking over right shoulder ","Back of male nude, outline of face looking over right shoulder",,,2361,2361,Pontormo,,,,,,,,
002361A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124239,,2361 A,2361A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Torso virile in profilo a sinistra ,Fanciullo nudo visto da tergo mentre giace appoggiato al gomito destro,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2361 A,2361A,,,,Male torso seen in profile to left ,"Nude child seen from back, lying down and leaning on elbow",Early.,,2351,2351,Pontormo,,,,,,,,
002361B-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124240,,2361 B,2361B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Nudo virile col braccio destro alzato e le gambe fortemente divaricate,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938 and 1938 Title, in Italian",,2361 B,2361B,,,,"Male nude with right arm uplifted, and legs stretched far apart, study for Baptist",,Between 1515 and 1518.,,2341,2341,Pontormo,,,,,,,,
0002362-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124241,,2362,2362,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Nudo femminile eretto, con la gamba sinistra appoggiata a un rialzo, che si regge un velo sopra la testa col braccio destro e raccoglie lo stesso velo sulle cosce con la mano sinistra ",Studi per due fanciulli seduti per terra,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2362,2362,,,,"Partially draped female figure, standing erect, left foot raised and resting at back of right, right arm uplifted holding drapery above head, left hand holding it together below waist ",Studies for children seated on ground,I agree with Clapp in connecting the pose with the one of the Barberini Galatea.,,2362,2362,Pontormo,,,,,,,,
002362A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124242,,2362 A,2362A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Busto femminile velato, simile a una Madonna",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"[1938: Il Clapp riferisce questo studio alla donna in alto, a sinistra della Madonna, nel ""Compianto"" della Certosa, ma la corrispondenza è assai vaga.]",,2362 A,2362A,,,,"Draped female head and shoulders, for a Madonna",,,,2343,2343,Pontormo,,,,,,,,
0002363-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124243,,2363,2363,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Due bambini nudi seduti, uno alato ",Nudo femminile appena abbozzato,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938 Title, in Italian",,2363,2363,,,,"Two nude figures of infants (similar to my 2338C) seated, one winged ","Very sketchy figure of female nude which Clapp (Dessins, p. 342) connects with the figure seated on wall holding down a branch in the Poggio a Cajano fresco",,,2363,2363,Pontormo,,,,,,,,
002363A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124244,,2363 A,2363A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Figura nuda seduta su un muro col braccio destro proteso e il braccio sinistro abbandonato fra le gambe divaricate,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2363 A,2363A,,,,"Seated nude figure, with right arm stretched out. Left arm drooping between parted legs",,"Clapp (Life, fig. 15) connects it with the infant Baptist in the S. Michele Visdomini altar-piece and is perfectly right.",,2345,2345,Pontormo,,,,,,,,
002363B-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124246,,2363 B,2363B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Poderoso torso maschile che sembra tirarsi indietro con sforzo,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,2363 B,2363B,,,,Powerful male torso seems to be pulling back with strain,,Looks to me very close to the drawings for S. Felicita. Clapp dates it ten years earlier and may be right.,,2348,2348,Pontormo,,,,,,,,
002363C-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124247,,2363 C,2363C,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Rapido schizzo per una spalla e un braccio destro in proporzioni minori, busto nudo e una testa ",Torso maschile e un fianco destro in profilo,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2363 C,2363C,,,,Male torso and right hip in profile ,Rapid sketch for shoulder and arm in smaller proportions for naked bust and head,,,,,#N/A,,,,,,,,
0002364-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124248,,2364,2364,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Indecifrabili scarabocchi, forse per una figura seduta ","Braccio destro con la mano ripiegata in dentro ed un leggero drappeggio al gomito, il tutto appena accennato",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2364,2364,,,,"Undecipherable, might be seated figure ","Merest indication of right arm with hand curved in, slight outline of drapery at elbow",,,2364,2364,Pontormo,,,,,,,,
0002365-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124249,,2365,2365,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Spalla ed avambraccio destro muscolosi ,"Schizzo di un braccio destro con la mano ripiegata in dentro, leggero contorno di drappeggio al gomito (come su BB n. 2364 verso)",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2365,2365,,,,Muscular right shoulder and forearm ,"Sketch of right arm with hand curved in, slight outline of drapery at elbow (same as my 2364 verso)",,,2365,2365,Pontormo,,,,,,,,
0002366-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124250,,2366,2366,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Torso maschile, braccio destro sollevato ",Torso maschile visto da tergo,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2366,2366,,,,"Male torso, right arm uplifted ",Male torso seen from back.,,,2366,2366,Pontormo,,,,,,,,
002366A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124251,,2366 A,2366A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Ginocchio e gambe nerborute,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2366 A,2366A,,,,Powerful knee and legs,,,,2340,2340,Pontormo,,,,,,,,
002366B-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124254,,2366 B,2366B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"San Cristoforo avanza verso destra, avendo sulle spalle il Bambino Gesù che regge il globo",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938 and 1938 Title, in Italian",,2366 B,2366B,,,,St. Christopher with Child on right shoulder holding globe. A smaller sketch for the same is in the Uffizi (see my 2121). Of Certosa period.,,,,2352,2352,Pontormo,,,,,,,,
002366C-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,124259,,2366 C,2366C,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Tre disegni dello stesso nudo femminile, in profilo e con la testa china ",Saint. Profile,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,2366 C,2366C,,,,"Three drawings of same female figure, head bent down and in profile",,,,2353,2353,Pontormo,,,,,,,"In BB_1961 word ""recto"" and all verso handwritten.",
0002367-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,125769,,2367,2367,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"San Gerolamo in preghiera, nudo fuorché per un panno intorno alle reni ","Alcuni tratti indecifrabili, a carboncino",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,"Same as 1938 Title, in Italian",,2367,2367,,,,St. Jerome praying. Draped only round loins. Ascribed to Schiavone ,A few undecipherable strokes in black chalk,,,2367,2367,Pontormo,,,,,,,,
0002368-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,127689,,2368,2368,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Nudo seduto e altri schizzi ,"Foglio ricoperto di schizzi: cinque studi di un nudo virile che lancia una pietra col braccio destro; sulla destra, un gruppo di figure drappeggiate (un uomo, una donna e due fanciulli); altri schizzi vari, fra cui un debolissimo studio di nudo sulla sinistra",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938 Title, in Italian",,2368,2368,,,,"Sheet covered with sketches various nudes running and throwing, nude back, right arm thrown back as if to strike, repeated four times. On right of sheet: group of draped figures, man, woman, two children. According to Clapp (Dessins, p. 346) for a Holy Family. Very faint sketch of nude figure on left of sheet",,,,2368,2368,Pontormo,,,,,,,"In BB_1961 all  recto and the word ""verso"" handwritten.",
002368A-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,130559,,2368 A,2368A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Testa e spalle di uomo con cappello in testa ,Studio di mani,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian and added: [e BB n. 1967 il cui ritratto si trova adesso (1956) nella raccolta di Pierre Chapannan a Bordeaux.]",,2368 A,2368A,,,,"Study for portrait. Head and shoulders of man, a cap on his head ",Study of hands,Same sitter as my 2336G.,,2354,2354,Pontormo,,,,,,,,
02368A1-Berenson1961,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Istituto Nazionale per la Grafica,http://viaf.org/viaf/144897089/,,,,,F.N.15948.G.I.,,2368 A-1,2368A-1,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Madonna con San Giovannino ,Nudo visto da tergo e schizzo per una figura più piccola,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"L'attribuzione non è molto convincente, ma possibile; se veramente del Pontormo, è un disegno dei primi anni del periodo mediano.",,,,,,,,,,,,,#N/A,,,,,,,,
02368A2-Berenson1961,Rotterdam,http://sws.geonames.org/2747891,Netherlands ,http://sws.geonames.org/2750405,Boymans Museum,http://viaf.org/viaf/169873003/,Van Beuningen donation,,,,,,2368 A-2,2368A-2,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Due giovani con cappello a larghe falde, seduti per terra con un volume aperto in mezzo a loro ",Testa virile che guarda verso l'alto,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,"Probabilmente risale all'ultima fase dei suoi progetti per la decorazione di Poggio a Caiano (circa 1532), come lo studio per la lunetta non eseguita (BB n. 1976).",,,,,,,,,,,,,#N/A,,,,,,,,
02368A3-Berenson1961,Turin,http://sws.geonames.org/3165524,Italy,http://sws.geonames.org/3175395,Biblioteca Reale,http://viaf.org/viaf/235146782/,,,,,1565,,2368 A-3,2368A-3,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Composizione di tre nudi: due donne in atto di abbracciarsi teneramente e ragazzo in profilo a sinistra ,"Nudo femminile con la chioma svolazzante, che solleva un drappo col braccio destro",,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Questo foglio non mi è mai stato mostrato durante le mie visite alla Biblioteca Reale ed io ne debbo la conoscenza ad Aldo Bertini che lo pubblicò in Bollettino d'Arte, 1952, p. 310. Sono d'accordo con lui nel datarlo intorno al 1520 e nel riferirlo alla lunetta per Poggio a Caiano che non fu affrescata, ma per la quale ci sono rimasti gli schizzi.",,,,,,,,,,,,,#N/A,,,,,,,,
002368B-Berenson1961,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia,http://viaf.org/viaf/145358176/,,,,,550,,2368 B,2368B,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Due nudi, l'uno maschile e l'altro femminile, avvinti e con lo sguardo al cielo, in atto di ascendere, mentre altri nudi s'annidano sotto di loro",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938 Title, in Italian",,2368 B,2368B,,,,"Two nudes embracing over two crouching ones making a compact group, in his advances Michelangelesque style",,,,,,#N/A,,,,,,,,
02368B1-Berenson1961,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Accademia di Belle Arti,http://viaf.org/viaf/150572005/,,,,,,,2368 B-1,2368B-1,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Ragazzo nudo che guarda in alto a destra, col braccio sinistro proteso ",Figura vista da tergo,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,"Elena Bassi, Due disegni creduti del Pontormo, in Emporium, 1944-45, pp. 82-85 li ricollega giustamente con gli affreschi di Poggio a Caiano. Vedi anche Atti dell'Accademia di Belle Arti di Venezia, 1959.",,,,,,,,,,,,,#N/A,,,,,,,,
002368C-Berenson1961,Wien,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,,,164 (S.R. 202),,2368 C,2368C,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Ritratto femminile,,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,2368 C,2368C,,,,Study for female portrait,,,,,,#N/A,,,,,,,Inventory number handwritten.,
0002369-Berenson1961,Wien,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,,,378 (S.R. 450),,2369,2369,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,Splendido studio dalla statua del Duca Lorenzo di Michealngelo,,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,2369,2369,,,,Splendid study after Michelangelo's Duke Lorenzo,,,,2369,2369,Pontormo,,,,,,,Inventory number handwritten.,
002369A-Berenson1961,Wien,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,,,,,Klinkosch Collection,,,,2369 A,2369A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Magnifico studio di una figura vista fino ai ginocchi con la testa velata e occhi chini, che mostra il braccio e la mano sinistra",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,2369 A,2369A,,,,"Very fine study for more than half-length figure with draped head and eyes cast down, showing left arm and hand",,"Reproduced in Sale Catalogue as Andrea del Sarto. The type of face is not unlike the Virgin's in the S. Felicita Deposition, but the folds are almost Düreresque and more like the Certosa frescoes.",,,,#N/A,,,,,,,,
000570A-Berenson1961,Bayonne,http://sws.geonames.org/3034475,France,http://sws.geonames.org/3017382,Musée Leon Bonnat,http://viaf.org/viaf/131379400/,,,,,122,,570 A,570A,,,,"Botticelli, Sandro",http://vocab.getty.edu/ulan/500015254,,Madonna seduta in atto di abbracciare il bambino,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,570 A,570A,,,,"Large full-length Madonna, tenderly embracing Child",,Faithful contemporary copy of very fine design by the master dating from toward 1490,,584,584,"Botticelli, Sandro",,,,,By follower of Botticelli's last manner,,,
000570D-Berenson1961,Chantilly,http://sws.geonames.org/3026827,France,http://sws.geonames.org/3017382,Musée Condé,http://viaf.org/viaf/139676854/,,,,,11.bis,,570 D,570D,,,,"Botticelli, Sandro",http://vocab.getty.edu/ulan/500015254,School of,Giovane donna con una torcia nella mano sinistra che si trascina dietro un giovane nudo,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,570 D,570D,,,,Young woman with torch in left hand dragging youthful nude,,Copies of episodes in Botticelli's Calumny probably after the painting,,,,#N/A,,,,,,,Drawing missing in BB 1903,
000570E-Berenson1961,Chantilly,http://sws.geonames.org/3026827,France,http://sws.geonames.org/3017382,Musée Condé,http://viaf.org/viaf/139676854/,,,,,11.ter,,570 E,570E,,,,"Botticelli, Sandro",http://vocab.getty.edu/ulan/500015254,School of,Giovane donna che bisbiglia all'orecchio di un Re,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,570 E,570E,,,,Young woman whispering into king's ear,,Copies of episodes in Botticelli's Calumny probably after the painting,,,,#N/A,,,,,,,Drawing missing in BB 1903,
