FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
001109A-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,257,,,,,,,,,1109 A,1109A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studi per il Bambino Gesù e per la «Madonna con Sant'Anna» (Louvre n 1598) del 1501,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Come per BB n. 1098 A, c'è una scarsa probabilità che si tratti di una imitazione del Melzi. Un'arida copia di ambedue (BB nn. 1098 A e 1109 A) esiste nel Museo Condé a Chantilly.",,1109 A,1109A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studies for the Child and the Virgin's torso in the Madonna with St. Anne.,,"As in my 1098A there is the barest chance of it's being an imitation by Melzi. A dry copy of both 1098A and 1109A, but leaving out the two torsos for the Madonna exists in the Musee Conde at Chantilly.",,1264,1264,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,Imitator of,Studies after an original drawing for the Child and the Virgin's torso in the Madonna with St. Anne.,,,,,
0001110-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,259,,,,,,,,,1110,1110,471,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Nudo virile genuflesso a destra, angioletto che vola e quattro studi di putti",,,ink,http://vocab.getty.edu/aat/300015012,metalpoint,http://vocab.getty.edu/aat/300404633,,,,,,,,,,,,,,,Forse per la medesima Natività di BB n. 1109.,,1110,1110,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Youth kneeling, a Putto, and an Angel flying. Perhaps for the same Nativity.",,,,1110,1110,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Youth kneeling, a Putto, and an Angel flying. Perhaps for the same Nativity.",,,,,
0001111-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,213,,,,,,,,,1111,1111,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studio per la «Battaglia di Anghiari» (1503-4),,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1111,1111,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study for Battle of Standard.,,Looks more like a close imitation by Cesare da Sesto.,,1111,1111,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Small study for Battle of Standard.,,,,,
0001112-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,264,,,,,,,,,1112,1112,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Profilo a destra di un vecchio, un po' simile ad una statua antica",,,red chalk,http://vocab.getty.edu/aat/300080064,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,1112,1112,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profile to right of old man of rather antique style.,,,,1112,1112,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profile to right of an Old Man of rather antique style.,,,,,
001112A-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,234,,,,,,,,,1112 A,1112A,496,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Testa caricaturale di uomo dal naso adunco, con il labbro inferiore proteso e gli occhi infossati",,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,Risale alla fine del primo periodo milanese (1482-99).,,1112 A,1112A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Caricatured head of man with hooked nose, protruding lower lip, and deeply sunk eyes.",,Milanese period.,,,,,,,,,,,,
001112B-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,266,,,,,,,,,1112 B,1112B,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Piccolo schizzo per un putto inginocchiato,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Studio per un San Giovannino in un'Adorazione del Bambino Gesù e probabilmente del primo periodo milanese (1482-99). Forse non di Leonardo, ma di uno dei suoi seguaci più stretti, come Ambrogio de Predis.",,1112 B,1112B,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Tiny sketch for kneeling putto.,,"For infant Baptist in a Nativity and probably of the first Milanese period. Perhaps not by Leonardo but by one of his most cringing followers, say Ambrogio de Predis.",,,,,,,,,,,,
001112C-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,258,,,,,,,,,1112 C,1112C,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Un cavallo impennato; in basso, due figure femminili danzanti",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Riferibile, con ogni probabilità, alla «Battaglia di Anghiari» (1503-5).",,,,,,,,,,,,,,,,,,,,,
0001113-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,17614,,,,,,,,,1113,1113,488,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Mezza figura di Apostolo,,,metalpoint,http://vocab.getty.edu/aat/300404633,,,,,,,,,,,,,,,,,È una prima idea per il San Pietro nell'«Ultima Cena» (1495-97).,,1113,1113,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Bust of apostle - early idea for Peter in the Last Supper.,,"Not far removed in style from the sketches for the Adoration, although the hatohing is already distinctly Milanese.",,1113,1113,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Bust of an Apostle-study, perhaps, for Peter in the Last Supper.",,,,,
0001114-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,SR.83.90,,,,,,,,,1114,1114,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Foglio montato dal Vasari, contenente sei teste, principalmente caricature, dei primi anni di Leonardo",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,"Sono schizzi leggeri di non grande qualità, ma genuini.",,1114,1114,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Sheet mounted by Vasari, containing six: heads, chiefly caricatures, slightly drawn, of no great quality, but genuine sketches, dating from Leonardo's earlier years.",,,,1114,1114,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A sheet mounted by Vasari, containing six heads, chiefly caricatures, slightly drawn, of no great quality, but probably genuine sketches, dating from Leonardo's early years.",,,,,
0001115-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,66,,,,,,,,,1115,1115,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profilo a sinistra di un negro e piccola testa grottesca a sinistra,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,"È uno studio, in direzione opposta, dello stesso zingaro Scaramuccia di cui esiste un profilo a destra nella Christ Church Library a Oxford, BB n. 1050. La data è la stessa (ca. 1503-4).",,1115,1115,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Head of a blackmoor in profile to left, a study in reversed direction for the Scaramuccia at the Christ Church, Oxford, and of the same date. Small grotesque head to Ieft.",,,,1115,1115,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Head of a Blackamoor in profile to right, a study in reversed direction for the head at Christ Church, Oxford.",,,,,
001116A-Berenson,Salisbury,http://sws.geonames.org/2638664,United Kingdom,http://sws.geonames.org/2635167,,,,,,,Earl of Pembroke,http://data.itatti.harvard.edu/florentinedrawings/entity/earl_of_pembroke,Wilton House,http://sws.geonames.org/2633874,United Kingdom,http://sws.geonames.org/2635167,,1116 A,1116A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Testa di giovane donna ,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Questa testa è stata considerevolmente ritoccata, in modo che uno scettico facilone, potrebbe sbagliarla per una copia. Ma con tutte le sue pecche non è né una copia né un'imitazione. Sembra uno studio per la testa della Vergine nel cartone con la Madonna e Sant'Anna a Londra (BB n. 1039) e, tenuto conto dei restauri subiti, essa ha la stessa precisa qualità di due altre teste (BB nn. 1151 e 1152) per la stessa opera.",,1116 A,1116A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Head of young woman. Study probably for the Virgin in the Royal Academy cartoon for a Madonna with St. Anne.,,"This head has been considerably retouched, so that a facile sceptic might easily mistake it for a copy. But with all its faults it is neither copy nor imitation, but, allowing for restoration, of the exact quality and kind of two other heads (my 1151 and 1152) for the same work.",,1116 A,1116A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Head of a Young \ Voman. A study probably for the Virgin in the Royal Academy cartoon for a Madonna with St. Anne.,,"This head has been considerably retouched, so that a facile sceptic might easily mistake it for a copy. But with all its faults it is neither copy nor imitation, but, allowing for restoration, of the exact quality and kind of two other heads (Windsor, Nos. 1151 and 1152) for the same work.",,Former at Wilton House.,
0001117-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12570,,,,,,,,,1117,1117,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Nettuno che guida i suoi cavalli marini,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Con ogni probabilità si tratta di uno studio per il cartone disegnato, secondo il Vasari, per Antonio Segni.",,1117,1117,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Neptune guiding his sea-horses.,,In every probability a study for the cartoon which Vasari says was designed for Antonio Segni. As a very early idea for this is found in my 1189 done after 1500 this design may be of the same date.,,1117,1117,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Neptune guiding his Sea-horses. ,,In every probability a study for the cartoon which Vasari says was designed for Antonio Segni.,,,
0001118-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12496,,,,,,,,,1118,1118,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Un lupo accucciato a poppa di una barca, che egli pilota verso un'aquila appollaiata su un globo",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1118,1118,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Wolf sitting in the stern of a boat steers it towards an eagle resting on a globe.,,"Dated according to Bodmer 1516, which would make it refer to the Meeting in Bologna between Leo X and Francis I.",,1118,1118,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,A Wolf sitting in the stern of a boat steers it towards an Eagle resting on a globe.,,,,,
0001119-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12497,,,,,,,,,1119,1119,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Allegoria di cui mi sfugge il significato,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1119,1119,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Allegory, the purpose of which I do not begin to understand.",,,,1119,1119,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"An Allegory, the purpose of which I do not begin to understand.",,,,,
0001120-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12701,,,,,,,,,1120,1120,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Un aratro, un timone ed una lanterna meticolosamente disegnati entro circoli ed ovali",,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,,,1120,1120,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Very meticulously drawn devices.,,,,1120,1120,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Emblems.,,,,,
0001121-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12700,,,,,,,,,1121,1121,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Figure geometriche, diagrammi di cammei con emblemi e singole figure; molte linee di scrittura","Figure geometriche, diagrammi di cammei con emblemi e singole figure; molte linee di scrittura.",,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,1121,1121,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"On recto and verso various devices, diagrams of cameos containing emblems and single figures; also a good deal of writing.","On recto and verso various devices, diagrams of cameos containing emblems and single figures; also a good deal of writing.",Two at least of the cameos directly inspired by the antique.,,1121,1121,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,A sheet with various cameos containing emblems and other single figures.,,,,,
0001122-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12585,,,,,,,,,1122,1122,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Essere demoniaco col grugno di cinghiale, che cavalca suonando un corno","Disegni geometrici ed architettonici, linee di scrittura.",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"sembra un progetto per una maschera, forse quella di Galeazzo da San Severino nel Gennaio 1491.",,1122,1122,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Boar-headed man on horseback, playing on a horn probably for a masquerade and possibly the one of Galeazzo da San Severino in January, 1491.",Geometrical and architectural drawings in ink.,Clark disputes the date because the writing on the verso seems to him later. But recto and verso need not be contemporary.,,1122,1122,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Elephant-headed Man on horseback, playing on his trunk as if it were a flute.",,,,,
0001123-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12337,,,,,,,,,1123,1123,512,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Due studi di donna nuda semigenuflessa, con un bambino (probabilmente una Leda), iscritti in rettangoli; nell'angolo superiore destro, un cavallo impennato; sotto al cavallo, rapido schizzo di nudo femminile",Mortai che sparano su una città.,,black chalk,http://vocab.getty.edu/aat/300080058,ink,http://vocab.getty.edu/aat/300015012,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,ink,http://vocab.getty.edu/aat/300015012,,,,,"i contorni ed il tratteggio accennano agli ultimi anni di Leonardo. La Leda, vista frontalmente, è già dolce e femminea come il Correggio in San Paolo a Parma.",,1123,1123,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Each in a rectangle, two studies for a nude woman kneeling with an infant, probably for a Leda. In upper Ieft-hand corner a galloping horse. Below, rougher sketch of nude female.",Mortars firing into a town.,The outline and the strokes point to Leonardo's last years. The fullface Leda is already as soft and feminine as is Correggio in the Convent of S. Paolo at Parma.,,1123,1123,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Each in a rectangle, two studies for a Nude Woman kneeling with an Infant, probably for a Leda. In upper left-hand corner a galloping Horse. Below, rougher sketch of Nude Female. The outline and the strokes point to Leonardo's last years.",,,,,
0001124-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12572,,,,,,,,,1124,1124,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Figura intera di un giovane Battista nudo che regge un'asta nella mano sinistra e accenna con la destra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Schizzo piuttosto timido e forse giovanile; in tal caso è possibile che il modello per questa figura giovanile fosse Jacopo Salterello, e la data sarebbe 1476.",,1124,1124,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Nude St. John with staff in left hand, pointing with right.",,"A rather timid and perhaps early sketch. If early it is possible that tho model for this youthful figure was Jacopo Salterello, in which case the date would be 1476. The hatching, as Bodmer remarks, points to a later period.",,1124,1124,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"The nude St. John with a staff in his left hand, pointing with his right.",,"A rather timid and perhaps early sketch. If early it is possible that the model for this youthful figure was Jacopo Salterello, in which case the date would be 1476.",,,
0001125-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12575,,,,,,,,,1125,1125,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Giovane in abito corto e maniche fluttuanti, con un'asta nella destra ed il braccio sinistro sul fianco",,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,Secondo periodo milanese (1506-13).,,1125,1125,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Youth in short coat and fluttering sleeves, spear in hand and arm akimbo.",,Second Milanese period.,,1125,1125,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Youth in short coat and fluttering sleeves, spear in hand and arm akimbo.",,,,,
0001126-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12577,,,,,,,,,1126,1126,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Giovane donna, armata di una corazza, col braccio sinistro sull'anca",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,Compagno del disegno seguente.,,1126,1126,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Young woman in cuirass, Ieft arm akimbo, right hand spread out.",,Companion to the next and same date as my 1125.,,1126,1126,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Young Woman in cuirass, left arm akimbo, right hand spread out. Companion to the next.",,,,,
0001127-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12576,,,,,,,,,1127,1127,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Giovane donna in maglia di ferro e lunga sottana fluttuante, con piedi divaricati, col braccio sinistro sull'anca ed una palma nella mano destra",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1127,1127,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Young woman in coat of mail and long skirt, standing with feet wide apart, with Ieft arm akimbo and palm in her right hand.",,Same date as my 1125.,,1127,1127,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Young Woman in coat of mail and long skirt, standing with her feet wide apart, with arm akimbo and palm in her hand.",,,,,
0001128-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12581,,,,,,,,,1128,1128,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Giovane donna in abiti fluttuanti che accenna verso destra,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"È una visione di gioventù e di salute, databile verso la fine del secondo periodo milanese (1508-13).",,1128,1128,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Young woman in fluttering robes pointing-a vision of youthful health and action.,,End of second Milanese period.,,1128,1128,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,A Young Woman in fluttering robes pointing-a vision of youthful health and action.,,,,,
001128A-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12586,,,,,,,,,1128 A,1128A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Testa di leone vista di fronte ed un'altra in profilo a destra, con le fauci spalancate","Schizzi geometrici, cinque linee di scrittura, un piede e il profilo di un vecchio volto verso destra.",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,Fine del primo periodo milanese (1482-99).,,1128 A,1128A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Lion's head facing front and another in profile to right with jaw stretched open.,"Geometrical sketches, five lines of writing, a foot and the profile of an old man facing right.",End of first Milanese period.,,,,,,,,,,,,
0001129-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12539,,,,,,,,,1129,1129,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Leggero schizzo di un fanciullo,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,Da riferirsi alla «Madonna con Sant'Anna» (Louvre n. 1598).,,1129,1129,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Slight sketch of child. Connected with the Virgin and St. Anne.,,,,1129,1129,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Slight sketch of a Child seated.,,,,,
001129A-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12561,,,,,,,,,1129 A,1129A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Corpo acefalo di bambino, in profilo a sinistra sorretto da un braccio e da due mani riunite",,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,"Libero, agile e maturo - quasi come un Rubens - ma forse eseguito prima che Leonardo lasciasse Firenze per Milano (1482). Il motivo è cosi raffaellesco che si è sorpresi di non trovarlo nelle opere del Sanzio.",,1129 A,1129A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Headless nude body of baby in profile to left supported by an arm and two clasped hands.,,"Free, supple, and mature-almost like a Rubens-yet probably done before Leonardo left Florence for Milan. The motive is so much one that Raphael should have used that one is surprised not to find it in his works.",,,,,,,,,,,,
001129B-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12562,,,,,,,,,1129 B,1129B,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Bambini nudi,,,black chalk,http://vocab.getty.edu/aat/300080058,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,"Il bimbo all'estrema sinistra, di cui è appena accennato il torso, poté essere uno studio per una composizione ricordata nella «Madonna» riprodotta da W. Suida come n. 226; il bambino all'estrema destra (schizzato a carboncino) si gira verso destra, appoggiandosi ad una figura seduta che guarda in basso verso di lui e ricorda singolarmente Michelangelo; nel mezzo è un putto rifinito a penna, che si volge a sinistra col corpo, ma guarda indietro verso destra; sotto i suoi piedi è la testa di un fanciullo che guarda in basso a destra. Prima parte del secondo periodo milanese (1506-7).",,1129 B,1129B,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studies for nude babies.,,"On extreme Ieft the child-a torso only-may have been for a composition recorded in the Madonna reproduced by Suida as No. 226. On extreme right the child twists to right against the lap of a seated figure looking down on him. This in black chalk singularly like Michelangelo's. Another child elaborately finished in ink, twisting to Ieft and looking to right. Under its feet a child's head looking down to right. Early in second Milanese period.",,,,,,,,,,,,
001129C-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12567,,,,,,,,,1129 C,1129C,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studi per il torace e le spalle di un mabino,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,Medesima data di BB n. 1129.,,1129 C,1129C,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studies of a baby's chest and back.,,Same date as my 1129B.,,,,,,,,,,,,
001129D-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12568,,,,,,,,,1129 D,1129D,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Cinque studi di fanciulli: due (uno dei quali acefalo) semisdraiati in profilo a sinistra, come se attaccati al seno materno; quindi una mano; un corpicino acefalo in profilo a destra, e, infine, un ventre con la gamba sinistra ripiegata ed una mano che regge l'inguine",,,red chalk,http://vocab.getty.edu/aat/300080064,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,1129 D,1129D,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Studies for three or four children in different attitudes, one only with a head, two in profile left reclining as if at the mother's breast, and of the two others we see one in profile to right, and above, a child's hand, and of the other the belly and Ieft leg bent at the knee with a hand supporting the groin. ",,,,,,,,,,,,,,
